species_guid,record_guid,scientific_name,host_range,potential_eco_desc,description,management_info,remark,reference_id,reference_name,page,author,created_time,editor,update_time,id
440df594-2e3e-453e-8212-8188a56bc84d,601a51d3-6a84-4bdc-bdd1-a005edabd9f9,Plenodomus tracheiphilus,"In Greece, a disease of Citrus spp. caused by the fungal pathogen Phoma tracheiphila, which mainly affects lemon trees (Citrus limon) causing significant yield reductions of up to 60%. It has been estimated that 60-100% of the trees can be affected within 20 years after planting. In addition to lemon (and other citrus species/hybrids), mandarin (C. reticulata) and some of its hybrids can also become affected by the pathogen. Among rootstocks, sour orange (C. aurantium), the most widespread lemon rootstock in Greece, is considered to be very susceptible to infection. This is the first report of Phoma tracheiphila causing severe mal secco disease on a mandarin hybrid (cv. Ortanique) grafted onto Citrumelo rootstock in western Greece.",,"During surveys in citrus orchards in Katohi, western Greece in 2014, decline of a mandarin hybrid (Citrus reticulata x sinensis, cv. Ortanique) grafted onto Citrumelo rootstocks was observed, with approximately 90% of the trees being affected in an area of 20 ha. Based on biological detection and molecular diagnostics, the pathogenicity test showed that the causal agent was Phoma tracheiphila. This is the first report of Phoma tracheiphila occurring on cv. Ortanique grafted onto Citrumelo rootstocks.",,Phoma tracheiphila is listed as a II/A2 quarantine organism by the European Commission as it is absent from citrus plantations in some EU Member States.,161936,First report of Phoma tracheiphila causing severe mal secco disease on a mandarin hybrid (cv. Ortanique) grafted onto Citrumelo rootstock in western Greece,"New Disease Reports (2015) 31, 20.",cpqis.wangnaiyang,2016-08-19 11:15:55.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,07649ec4-7d7e-4b57-b8e6-20f1886dde94,Plenodomus tracheiphilus,柑桔属Citrus spp.，青柠Citrus aurantiifolia，酸橙Citrus aurantium，佛手柑Citrus bergamia，柠檬Citrus limon，香柠檬Citrus aurantium subsp. bergamia等。,在地中海地区，柠檬干枯病菌是柠檬上最具破坏的真菌病害。感病树种可100%被侵染，造成植株枝条和树干的干枯死亡。,病菌由风和雨传播；繁殖材料的调运行长距离传播。,切除整段的病枝并烧毁，以抗病的栽培品种嫁接在截去病枝的树上。采用铜杀菌剂和福美锌进行防治。,,159052,中国进境植物检疫性有害生物(菌物卷),237-238,cpqis.zhangxiling,2014-07-31 15:37:22.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,737d5432-9a04-4154-b5f9-61fe5d21ca1f,Plenodomus tracheiphilus,"Almost all citrus plants are susceptible to artificial infections of P. tracheiphila. In the field, hybrids of citrus, related genera (Eremocitrus, Fortunella, Poncirus and Severinia) and other species have different degrees of resistance to the disease.","In the Mediterranean region, P. tracheiphila is the most destructive fungal disease of lemons. Up to 100% of trees in a lemon orchard of a susceptible cultivar can be affected. Destructive outbreaks of P. tracheiphila may occur after frost spells and hail storms in spring (Perrotta and Graniti, 1988). In general, injury to the tree through severe cold weather may predispose it to fungal attack. The symptoms of the disease are most severe in spring and autumn; at high summer temperatures, spread in the host vascular system ceases and the symptoms do not develop further (Ruggieri, 1953). The disease reduces the quantity and quality of lemon production in the areas where the pathogen is present, and limits the use of susceptible species and cultivars.",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,d3c75465-50a8-4a84-9067-4932d143f8e0,Plenodomus tracheiphilus,,,"Incidence^p^pP. tracheiphila has been detected in lemon seeds (Stepanov and Shaluishkina, 1952). There is no evidence that it is seedborne on other seed types.",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,d3752a30-952d-4fc4-b419-a502fed75667,Plenodomus tracheiphilus,,,"Plant parts liable to carry the pest in trade/transport - Fruits (inc. Pods): Hyphae; borne internally; invisible.^p - Roots: Spores, Hyphae; borne internally; invisible.^p - Stems (above Ground)/Shoots/Trunks/Branches: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - True Seeds (inc. Grain): Hyphae; borne internally; invisible.^p - Wood: .Plant parts not known to carry the pest in trade/transport - Bark^p - Bulbs/Tubers/Corms/Rhizomes^p - Growing Medium Accompanying Plants^p - Seedlings/Micropropagated Plants.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,f59fa781-377c-4274-8733-9714340200a2,Plenodomus tracheiphilus,,,,,RISK CRITERIA 		CATEGORY^p^pECONOMIC IMPORTANCE	High^pDISTRIBUTION		Limited^pSEEDBORNE INCIDENCE	Yes^pSEED TRANSMITTED	Not recorded^pSEED TREATMENT	None^p		,7000,CPC2006,,CPC2006,2008-07-10 18:09:24.813,,,
440df594-2e3e-453e-8212-8188a56bc84d,30ae700c-88de-4818-890b-fb3fc45b1de1,Plenodomus tracheiphilus,,,,"Cultural Control^p^pP. tracheiphila can be kept under control by pruning infected twigs as soon as the first symptom appears (Salerno and Cutuli, 1982). Common practices aimed either at saving the affected trees or at eradicating the inoculum include cutting of whole branches and grafting the pollarded tree with resistant cultivars or species. Burning of the pruned branches is recommended in order to eliminate possible sources of inoculum. Injury during cultural practices must be avoided. ^p^p^Chemical Control^p^pChemical control is not widely used except in nurseries. Copper fungicides and ziram are the most common products used. Systemic products are effective only as preventives (Solel and Salerno, 1989). ^p^p^Host-Plant Resistance^p^pThe best method of controlling the disease would be to grow resistant clones but unfortunately this is not easily achieved. In some areas of Sicily the resistant lemon cultivar Monachello has replaced the susceptible cultivar Femminello but it is of inferior quality. Resistant clones of cv. Femminello have been selected but they either do not adapt to different environmental conditions or have still to be tested in the field (Gentile et al., 1992; Salerno and Cutuli, 1992).^p^p^Regulatory Control ^p^pIn countries or areas where the disease has not yet been reported, great care must be taken not to use plants from nurseries located in infected lemon areas for new plantings or replantings.",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,928696dd-884e-46b0-b046-46e60279a4ff,Plenodomus tracheiphilus,,干枯病是地中海和黑海沿岸柑桔产区的一种危险性病害，,干枯病是地中海和黑海沿岸柑桔产区的一种危险性病害，我国列为进口植物检疫对象，以前未曾发现过。本文记述了此病已知国外分布、寄主范围、症状及病原菌形态；根据资料综合了现有的防治方法。,,,10618,穗醋栗上发现的一种新病害—穗醋栗红粉病,28,mayouxin,2007-08-07 16:08:49.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,5ebf0ee8-49fd-425d-b2e1-beafd235e3b5,Plenodomus tracheiphilus,,干枯病是地中海和黑海沿岸柑桔产区的一种危险性病害，我国列为进口植物检疫对象，以前未曾发现过。本文记述了此病已知国外分布、寄主范围、症状及病原菌形态；根据资料综合了现有的防治方法。,,,,10585,柑桔干枯病记述,34,mayouxin,2007-08-03 09:31:00.000,,,
440df594-2e3e-453e-8212-8188a56bc84d,7eb7a385-75a4-40bd-905b-96b5335be98f,Plenodomus tracheiphilus,,在地中海地区，此病是柠檬上的最具破坏性的真菌病害，感病品种受侵染可使柠檬果园发病达100％。病害的爆发一般在霜冻或冰雹后，春秋季症状表现显著。夏季症状不进一步发展，此病在疫区影响柠檬的产量和质量。,,,,448,Quarantine Pests for Europe,,,2006-07-19 11:18:00.000,,,
b43c365c-c0d1-4397-8c1d-726e42ff592b,2bc04954-6ea8-4deb-9e71-52d32d397920,Didymella glomerata,越南槐,,在广西南宁及河池越南槐主要种植区发现一种新的叶部病害越南槐圆斑病，症状早期为黄色小圆点，中期为黄褐色圆形斑，后期叶片枯黄脱落。叶片从症状表现到枯黄脱落历时 7～15 d，发病区平均发病率为 45.6%，平均病情指数为 28.16，严重影响越南槐的生长。,,,16430517,越南槐圆斑病病原鉴定,,张希玲,2024-05-09 16:09:37.000,张希玲,2024-05-09 16:09:37.000,
b43c365c-c0d1-4397-8c1d-726e42ff592b,8dd5a1a6-5267-4ee0-b3d1-f6dcddbabfe7,Didymella glomerata,豌豆Pisum sativum,,"Before September 2012, it not reported previously on P. sativum in Australia, P. glomerata has been reported on other legume crop and pasture species in eastern Australia, including Cicer arietinum (1973), Lupinus angustifolius (1982), Medicago littoralis (1983), M. truncatula (1985), and Glycine max (1986). Molecular analysis of historical isolates collected from P. sativum in Western Australia, mostly in the late 1980s and 1990s, did not show any incidence of P. glomerata, despite this fungus being previously reported on Citrus, Cocos, Rosa, Santalum, and Washingtonia in Western Australia. We believe this to be the first report of P. glomerata as a pathogen on field pea in Australia.",,,158656,First Report of Phoma glomerata Associated with the Ascochyta Blight Complex on Field Pea (Pisum sativum) in Australia,427,cpqis.wangnaiyang,2019-10-24 09:43:34.000,,,
b43c365c-c0d1-4397-8c1d-726e42ff592b,64ab771d-bee8-4ff8-8111-d4956fc140bf,Didymella glomerata,"To our knowledge, this was the first report of P. glomerata causing leaf blight on P. pratensis in China.",,"A leaf blight disease of Poa pratensis was observed at Gansu Province, China, in July 2013. The samples were collected and identified, the pathogen was identified as Peyronellaea glomerata by morphological characteristics, molecular diagnostics and the pathogenicity assay. To our knowledge, this was the first report of P. glomerata causing leaf blight on P. pratensis in China.",,,163598,First Report of Leaf blight of Poa pratensis Caused by Peyronellaea glomerata in China,862,cpqis.wangnaiyang,2017-04-06 14:56:10.000,批量更新,2025-02-08 16:55:02.827,
b43c365c-c0d1-4397-8c1d-726e42ff592b,fb39c0b1-1df6-4312-95b8-47150f74ec1e,Didymella glomerata,小麦Triticum aestivum，黑麦Secale cereale，葡萄Vitis vinifera、松属Pinus spp.，水稻Oryza sativa、番茄Solanum lycopersicum、马铃薯Solanum tuberosum、柑桔Citrus spp.、苹果Malus pumila，蚕豆Vicia faba。,,通过风雨传播，远距离通过种子、土壤和繁殖材料传播。,,,159052,中国进境植物检疫性有害生物(菌物卷),233-235,cpqis.zhangxiling,2014-07-31 14:14:16.000,批量更新,2025-02-08 16:55:02.827,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,e988cbac-df0d-42bb-9bbf-ffcf7db60938,Didymella pinodella,小扁豆Lens culinaris subsp. culinaris，紫花苜蓿Medicago sativa ，豌豆Pisum sativum，瑞士三叶草Trifolium hybridum，绛车轴草Trifolium incarnatum，紫三叶草Trifolium pratense，白三叶草Trifolium repens。,对牲畜产生潜在毒性。,经风、雨、病残体、土壤传播，随种子调运长距离传播。,,,159052,中国进境植物检疫性有害生物(菌物卷),235-236,cpqis.zhangxiling,2014-07-31 14:35:26.000,cpqis.zhangxiling,2014-07-31 14:36:30.000,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,006f3188-31b8-4994-944f-13303bea91bd,Didymella pinodella,,该真菌为豌豆上发生的三个Ascochyta种（无性世代）引起损失最重的一个种，主要引起植株地下部分损害。据报道，在有些国家进行的田间实验中，通过防治Ascochyta枯萎病可使豌豆产量增加15%-75%。经济影响大。,土传，种传，病株、工具等的传播。,,可在土壤中存活10年以上，具有很强的环境适应能力，定殖可能性高。,155151,植物检疫性真菌数据库,http://www.agridata.cn/module_db/readnews_search.asp?rid=A090404&id=64&tword=,cpqis.zhangxiling,2013-11-27 09:22:04.000,,,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,02c13138-dbd8-4552-a7d1-31d04e1eda64,Didymella pinodella,"P. pinodella is known from a wide range of plants and other substrata but is mainly of concern as a weak pathogen of Pisum (pea) and Trifolium (clover). Sutton (1980) notes a wide range of host plants including Fabaceae and other families, and also hay an","Phoma medicaginis var. pinodella, together with Mycosphaerella pinodes and Ascochyta pisi, is part of a complex of seedborne fungi associated with Ascochyta spp. infection of peas. Ascochyta leaf diseases are widespread throughout the world, particularly in temperate regions in North America, Europe, Australia and New Zealand (Hagedorn, 1984).^p^pP. pinodella causes both yield and quality to be reduced. There is also an increase in the content of oestrogens potentially poisonous to livestock. On clover and other forage legumes this fungus is of relatively minor importance but its ability to persist in soil can contribute to long-term problems (Smith et al., 1988).",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,6edde94e-c591-4e45-b9a9-0cdb76e3cd23,Didymella pinodella,,,"Incidence^p^pP. pinodella, together with Mycosphaerella pinodes and Ascochyta pisi, is part of a complex of seedborne fungi associated with Ascochyta spp. infection of peas. P. pinodella is extensively seedborne on peas. In a survey of 214 samples of commercial field pea seed in South Australia, 31% of the samples were infected (Ali et al., 1982). In another survey of pea seed lots in Australia, the Ascochyta blight complex of field peas was isolated from 436 of 691 seed lots tested. P. pinodella was recovered from 4.2% of isolations, whereas M. pinodes was recovered from 94.8% and A. pisi from 1.0% of isolations (Bretag et al., 1995). In seed health tests of a range of pea seed samples, the three Ascochyta spp. were most frequently located in the seed coat, less so in the cotyledons and least frequently in the embryo. P.  pinodella and M. pinodes were also isolated at greater frequencies than A. pisi from plant debris mixed with pea seeds (Abd-El-Rehim et al., 1997). ^p^pP. pinodella has been isolated from seeds of Medicago spp. (Mebalds, 1987a), bean (Dhyani et al., 1989), faba bean (Simay, 1994) and soyabean (Erzurum and Iren, 1987). ^p^p^Effect on Seed Quality^p^pNot recorded.^p^p^Pathogen Transmission^p^pSeedborne P. pinodella can enter the roots and lower stem of peas at the point of seed attachment (Hagedorn, 1984). Mebalds (1987b) stated that the pathogen was transmitted by Medicago truncatum seeds to plants. ^p^pThe pathogen also persists as chlamydospores in soil (Maude, 1996). ^p^p^Seed Treatment^p^pA field trial was carried out in Beauvais, France, to compare the efficiency of seed treatments for the control of the Ascochyta complex in peas. The treatments tested were cymoxanil + oxadixyl + carbendazim + thiram and cymoxanil + oxadixyl. Treated pea seeds were grown in soil inoculated with Fusarium solani f.sp. pisi which also contained F. oxysporum and Phoma medicaginis var. pinodella. The seeds treated with cymoxanil + oxadixyl + carbendazim + thiram showed less rotting than the cymoxanil + oxadixyl treated seeds (Sanssene et al., 1998).^p^pIn field tests fungicides gave good control of: the most effective being benomyl, mancozeb, captafol, mancozeb + copper oxychloride + sulphate and chlorothalonil (Fadl et al., 1985).^p^p^Seed Health Tests^p^pCulture Media (Hewett, 1987)^p^p1. Pretreat seeds in 1% sodium hypochlorite for 10 min.^p2. Incubate for 7 days at 21°C in darkness or under alternating light and dark 12/12 cycles in containers sealed to maintain humidity.^p3. Examine for colony characteristic of P. pinodella.^p^pNotes on methods^p^pAlthough specifically designed to detect seedborne Ascochyta pisi, the culture media method can also be used for P. pinodella (Hewett, 1987).",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,d79d3670-c65e-43b4-9722-507a4a1f139f,Didymella pinodella,,,"Plant parts liable to carry the pest in trade/transport - Fruits (inc. Pods): Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - Leaves: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - Roots: Hyphae; borne internally; invisible.^p - Stems (above Ground)/Shoots/Trunks/Branches: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - True Seeds (inc. Grain): Hyphae; borne internally; borne externally; invisible.Plant parts not known to carry the pest in trade/transport - Bark^p - Bulbs/Tubers/Corms/Rhizomes^p - Wood.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,33507f38-6172-4119-9e1b-7fa56a8011df,Didymella pinodella,,,,,RISK CRITERIA		CATEGORY^p^pEconomic Importance	Moderate ^pDistribution		Worldwide ^pSeedborne Incidence	Moderate^pSeed Transmitted		Yes^pSeed Treatment		Yes	,7000,CPC2006,,CPC2006,2008-07-10 17:56:15.960,,,
efbf39ea-57bb-4e5a-b433-a8a4673184fa,1f7eb6b1-b247-477f-970e-3f84e9dc4a45,Didymella pinodella,,,,"Fungicidal treatment will protect crops from soilborne inoculum, as will crop rotation at more than 3-year intervals. Early cutting of forage crops helps avoid infection and removes infective debris. Some cultivars of pea and lucerne show variable susceptibility and screening for resistance has been conducted in some European countries (Punithalingam and Gibson, 1976; Smith et al., 1988).",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
03a44af9-dd05-4081-8c64-f46076b807fa,a1117612-f1c3-478c-ac8c-75f3cce70c69,Pseudococcus elisae,"Because of confusion about the identity of this species, the only reliable reference about P. elisae hosts is Gimpel and Miller (1996). Most (but not all) published records of P. elisae pertain to P. jackbeardsleyi. Unfortunately, the only way to validate","The banana mealybug has been reported to cause damage to bananas in Central America (Beardsley, 1986).",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
03a44af9-dd05-4081-8c64-f46076b807fa,d10d7507-fd23-417d-b5b7-841f8dfc20fb,Pseudococcus elisae,,,,There is no published information concerning control strategies for this species.	,,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,66bb1aeb-caeb-456a-a69e-974e538a79f2,Boeremia exigua,"This is the first report of Boeremia exigua var. exigua as a pathogen of Veronica officinalis. On an unidentified species of Veronica, B. exigua var. gilvescens was reported, but it was not mentioned whether this isolate was pathogenic on that species.",Infecting plants growth vigor were strongly reduced and yield decline.,"Since 2013, a yield decline was observed in the Emmental region, the main speedwell-growing area of Switzerland. In August 2014, a survey to determine the cause was conducted. In all five surveyed fields, plants with strongly reduced growth vigor were observed, and from each field plant samples were taken for further investigation. The pathogen was identified as Boeremia exigua var. exigua by morphological identification and molecular diagnostics. To our knowledge, this is the first report of B. exigua var. exigua as a pathogen of V. officinalis.",,,167089,First Report of Boeremia exigua var. exigua Causing Stem and Leaf Spot on Common Speedwell in Switzerland,440,cpqis.wangnaiyang,2019-12-10 14:02:24.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,d4a11028-c7b9-453a-9c53-73d849839e73,Boeremia exigua,Postharvest fruit rot was observed on apple cv. Super Chief caused by Boeremia exigua var. exigua.,The rot was prevalent on about 1% of the total fruit inspected.,"In March 2016, apple fruit cv. Super Chief were observed with fruit rot in a packinghouse located in Ptolemaida Kozani in northern Greece. Based on morphological characteristics and molecular diagnostics the pathogen was identified as Boeremia exigua var. exigua. To our knowledge, this is the first report of the occurrence of B. exigua var. exigua as causal agent of postharvest fruit rot of apple in Greece.",,,165100,"Occurrence of a Postharvest Fruit Rot Disease of Apples Caused by Boeremia exigua var. exigua in Ptolemaida Kozani, Greece",2333,cpqis.wangnaiyang,2018-06-05 14:44:46.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,e93f1bcf-b330-4966-bc79-c036c5d4f4f4,Boeremia exigua,Cichorium intybus var. sativum.,"A severe crown rot was observed, with yield losses of up to 31% and reduced efficiency in inulin extraction process.","During chicory (Cichorium intybus var. sativum) crop adaptation period, a severe crown rot was observed, with yield losses of up to 31% and reduced efficiency in inulin extraction process. Field collections of rotted plants from all cultivated areas were performed between 2009 and 2013. Based on morphological characteristics, molecular diagnostics and the pathogenicity test showed that the causal agent was Boeremia exigua var. exigua. This is the first report of B. exigua var. exigua on industrial chicory in Chile.",,,165084,First Report of Boeremia exigua var. exigua(syn. Phoma exigua var. exigua) Causing Black Root Rot on Industrial Chicory (Cichorium intybus var. sativum) in Chile,2328,cpqis.wangnaiyang,2018-06-05 09:21:57.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,a3e23508-0620-4a0f-84df-321f3bf8883e,Boeremia exigua,"The presence of different species of Phoma (P. exigua, P. nepeticola, and P. strasseri) has been reported on Salvia officinalis as well as on other plants belonging to the Lamiaceae in Poland. This is the first report of Boeremia exigua var. linicola on S. greggii in Italy and worldwide. Isolates of B. exigua have been obtained from over 200 genera of plants and this report expands the list with a new host.","The disease, at present, is limited to a few gardens and may spread to other areas.","During the fall of 2014, in a mountain garden located near Biella, northern Italy (45.6121660° N; 8.0562970° E; elev. 850 m), a leaf spot was observed on 12-month-old Salvia greggii plants. All plants grown in the garden were affected, with 20 to 30% of leaves showing symptoms. Infected plants rarely died, but the presence of lesions on mature plants decreased their aesthetic quality. The disease started from basal leaves on plants grown in shade and at higher relative humidity, progressing up and outward on the plants, until they were almost completely defoliated. The samples were collected and identified, the pathogen was identified as Boeremia exigua var. linicola (syn. = Phoma exigua var. linicola)  by morphological characteristics, molecular diagnostics and the pathogenicity tests.",,,164902,First Report of a Leaf Spot Caused by Boeremia exigua var. linicola on Autumn Sage (Salvia greggii) in Italy and Worldwide,1777,cpqis.wangnaiyang,2018-05-02 14:10:15.000,cpqis.wangnaiyang,2018-05-02 14:14:25.000,
47509259-d868-48e4-9129-4a6975ec2b44,f5ecad7e-e1e8-4e47-bbbd-cc16728ee94d,Boeremia exigua,马郁兰Origanum dubium.,"Phoma exigua var. exigua, a soil-borne facultative parasite, has been obtained so far from over 200 plant genera, causing an array of symptoms, e.g., leaf and stem necrosis, root rot, and seedling blight.","During February 2015, a 1.5-ha commercial crop of oregano located in Nicosia, Cyprus, was severely affected with over 20% of the plants exhibiting a wilting appearance. Isolations from the infected stems of numerous oregano plants, based on fungal morphology and sequencing data, the causal agent was identified as the coelomycete Boeremia exigua var. exigua. Numerous species of the genus Phoma have been previously reported as pathogenic to plants of the Lamiaceae family. Phoma exigua var. exigua, a soil-borne facultative parasite, has been obtained so far from over 200 plant genera, causing an array of symptoms, e.g., leaf and stem necrosis, root rot, and seedling blight. To our knowledge, this is first report of B. exigua var. exigua causing stem rot of O. dubium in Cyprus and globally.  Phoma exigua var. exigua is a soil-borne facultative parasite.",,,163503,First Report of Boeremia exigua var. exigua Causing Stem Rot of Origanum dubium in Cyprus,529,cpqis.wangnaiyang,2017-03-23 10:40:18.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,2d476851-7e1c-44b5-95bf-80db310db1e8,Boeremia exigua,菜蓟Cynara scolymus.,,"In August 2014, commercial artichoke plantings in Santa Cruz Co., California, showed symptoms of an unidentified foliar disease. Disease incidence on two ranches reached as high as 10%; spots were not observed on stems or the bracts of the flower buds. Based on morphological characteristics and DNA sequence data the isolates were identified as Boeremia exigua var. pseudolilacis. The pathogenicity test has been completed.",,,163493,First Report of Black Rot Caused by Boeremia exigua var. pseudolilacis on Artichoke in California,524,cpqis.wangnaiyang,2017-03-21 14:48:47.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,fb100f57-2a31-479e-b736-91dc03be4844,Boeremia exigua,,在绿豆幼苗一出土，子叶即可被害，通常后期发生较多，是吉林省绿豆的一个主要病害，个别地块较重。,,,,153494,中国真菌志第十七卷(球壳孢目·壳二孢属·壳针孢属),71,张希玲,2011-12-31 10:42:29.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,79ccdefe-d79b-4627-bcac-c1e282a09b20,Boeremia exigua,"P. exigua var. exigua is a ubiquitous weak or secondary pathogen on more than 200 different plant genera, predominantly Magnoliopsida and Pinopsida (Boerema and Dorenbosch, 1973). It has also been isolated from soil samples and house dust.^p^pRecords on p",A weak pathogen but widespread in soils throughout the world.	,,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,dc847aae-832c-457b-8c75-82be73ac6481,Boeremia exigua,Foot rot of flax has been reported from most flax-producing areas of the world. Isolates of P. exigua var. linicola may vary in specificity. Ondrej (1976) considered P. exigua var. linicola to be a weak parasite attacking flax following mechanical damage.,"The disease is widespread and nearly always present in the soil where flax is grown. Under warm and humid conditions in the spring, the disease develops rapidly resulting in severe losses in yield and fibre quality. In fibre flax the disease is particularly serious as infected stems are not decomposed during the retting process (de Tempe, 1963; Ondrej, 1985).",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,bf831971-a65c-4e03-9876-25bf89a85491,Boeremia exigua,"Mainly on potato (Solanum tuberosum), but also reported from weeds in fields where potato is grown (Sutton, 1980; Smith et al., 1988).Affected Plant Stages: Post-harvest and vegetative growing stage.Affected Plant Parts: Vegetative organs.","Planting infected tubers does not generally result in significant yield reduction, although losses of up to 20% have occurred where more than 60% of seed tubers were infected (Smith et al., 1988).",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,a229113e-c1fe-4222-b491-86106e48d631,Boeremia exigua,,,"Plant parts liable to carry the pest in trade/transport - Bulbs/Tubers/Corms/Rhizomes: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - Leaves: Hyphae; borne internally; visible to naked eye.^p - Stems (above Ground)/Shoots/Trunks/Branches: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.Plant parts not known to carry the pest in trade/transport - Bark^p - Fruits (inc. Pods)^p - Flowers/Inflorescences/Cones/Calyx^p - Seedlings/Micropropagated Plants^p - True Seeds (inc. Grain)^p - Wood.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,a923cd5c-b1c0-4bbe-9698-74cda923c2e9,Boeremia exigua,,,"Plant parts liable to carry the pest in trade/transport - Fruits (inc. Pods): Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - Roots: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - Stems (above Ground)/Shoots/Trunks/Branches: Hyphae, Fruit Bodies; borne internally; borne externally; visible to naked eye.^p - True Seeds (inc. Grain): Hyphae; borne internally; invisible.Plant parts not known to carry the pest in trade/transport - Bark^p - Bulbs/Tubers/Corms/Rhizomes^p - Seedlings/Micropropagated Plants^p - Wood.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,978be217-aebb-4313-b4a0-4cd71d6800b1,Boeremia exigua,,,"Incidence^p^pP.exigua var. linicola is present as mycelium in the seed coat of flax, and has been shown by Colhoun and Muskett (1948) to remain viable for up to 27-43 months under typical seed storage conditions. Other authors have also demonstrated that the fungus is seedborne (Kumud et al., 1997).^p^p^Effect on Seed Quality^p^pNot recorded.^p^p^Pathogen Transmission^p^pNot recorded.^p^p^Seed Treatment^p^pSeed treatment is possible (Mercer et al., 1988). Decognet et al. (1994) found a number of seed treatment chemicals that gave some protection to young seedlings but not sufficient to provide season-long protection to the crop against foot rot.^p^p^Seed Health Tests^p^pBlotter Test (Malone, 1982)^p^p1. Seeds are placed on moist blotters and incubated for 10 days at 20°C under near ultraviolet (NUV) light in a 12 h light/12 h dark cycle.^p^p2. Following incubation, seeds are examined under a stereoscopic microscope (x12-x50) for thin-walled pycnidia with one ostiole measuring 100-300 x 70-300 μm. Pycnidiospores, which are extruded through the ostiole in a creamy tendril, are unicellular, hyaline and often biguttulate, measuring 5-8 x 2.5-4 μm.^p^pCulture Plate (Malone, 1982)^p^p1. Seeds are incubated for 5 days at 22°C in darkness on malt extract agar.^p^p2. Following incubation, plates are examined for dense, dark-grey to almost black colonies with smoky-grey aerial mycelium; the reverse is chocolate-brown to almost black. Pycnidia are rarely present but pycnidia production can be induced by exposure to NUV light.",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,959fe207-b3fb-4e08-b168-b2a52fac10be,Boeremia exigua,,,"Effect on Seed Quality^p^pSee Symptoms. Plants from diseased tubers are less vigorous, produce more stems and smaller tubers.^p^pPathogen Transmission^p^pThe fungus is readily spread by infected tubers remaining in the soil.^p^pSeed Treatments^p^pGood plant hygiene and use of disease-free seed stock are the best methods of control.^p^pSeed Health TestsSmith et al. (1988) describe standard testing of seed stock for the presence of P. foveata.",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
47509259-d868-48e4-9129-4a6975ec2b44,1f24b6ae-b4e3-4e36-be82-cf3b133391f0,Boeremia exigua,,,,,"Risk Criteria                       Category^p^pEconomic Importance         Low^pDistribution                          Europe, Australasia^pSeedborne Incidence         Low^pSeed Transmitted               Not recorded^pSeed Treatment                  Yes	",7000,CPC2006,,CPC2006,2008-07-10 17:56:15.960,,,
